bin_low_edge, bin_center, best, 0p5, 0p6, 0p7, 0p8, 0p9, 1p1, 1p2, 1p3, 1p4, 1p5
4770, 4777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4785, 4792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4800, 4807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4815, 4822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4830, 4837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4845, 4852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4860, 4867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4875, 4882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4890, 4897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4905, 4912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4920, 4927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4935, 4942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4950, 4957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4965, 4972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4980, 4987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4995, 5002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5010, 5017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5025, 5032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5040, 5047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5055, 5062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5070, 5077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5085, 5092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5100, 5107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5115, 5122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5130, 5137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5145, 5152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5160, 5167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5175, 5182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5190, 5197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5205, 5212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5220, 5227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5235, 5242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5250, 5257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5265, 5272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5280, 5287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5295, 5302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5310, 5317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5325, 5332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5340, 5347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5355, 5362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5370, 5377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5385, 5392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5400, 5407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5415, 5422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5430, 5437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5445, 5452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5460, 5467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5475, 5482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5490, 5497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5505, 5512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5520, 5527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5535, 5542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5550, 5557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5565, 5572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5580, 5587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5595, 5602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5610, 5617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5625, 5632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5640, 5647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5655, 5662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5670, 5677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5685, 5692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5700, 5707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5715, 5722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5730, 5737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5745, 5752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5760, 5767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5775, 5782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5790, 5797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5805, 5812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5820, 5827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5835, 5842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5850, 5857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5865, 5872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5880, 5887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5895, 5902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5910, 5917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5925, 5932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5940, 5947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5955, 5962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5970, 5977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5985, 5992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6000, 6007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6015, 6022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6030, 6037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6045, 6052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6060, 6067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6075, 6082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6090, 6097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6105, 6112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6120, 6127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6135, 6142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6150, 6157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6165, 6172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6180, 6187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6195, 6202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6210, 6217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6225, 6232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6240, 6247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6255, 6262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6270, 6277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6285, 6292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6300, 6307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6315, 6322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6330, 6337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6345, 6352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6360, 6367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6375, 6382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6390, 6397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6405, 6412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6420, 6427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6435, 6442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6450, 6457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6465, 6472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6480, 6487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6495, 6502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6510, 6517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6525, 6532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6540, 6547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6555, 6562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6570, 6577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6585, 6592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6600, 6607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6615, 6622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6630, 6637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6645, 6652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6660, 6667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6675, 6682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6690, 6697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6705, 6712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6720, 6727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6735, 6742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6750, 6757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6765, 6772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6780, 6787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6795, 6802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6810, 6817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6825, 6832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6840, 6847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6855, 6862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6870, 6877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6885, 6892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6900, 6907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6915, 6922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6930, 6937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6945, 6952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6960, 6967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6975, 6982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6990, 6997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7005, 7012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7020, 7027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7035, 7042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7050, 7057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7065, 7072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7080, 7087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7095, 7102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7110, 7117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7125, 7132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7140, 7147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7155, 7162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7170, 7177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7185, 7192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7200, 7207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7215, 7222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7230, 7237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7245, 7252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7260, 7267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7275, 7282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7290, 7297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7305, 7312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7320, 7327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7335, 7342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7350, 7357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7365, 7372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7380, 7387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7395, 7402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7410, 7417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7425, 7432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7440, 7447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7455, 7462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7470, 7477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7485, 7492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7500, 7507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7515, 7522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7530, 7537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7545, 7552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7560, 7567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7575, 7582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7590, 7597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7605, 7612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7620, 7627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7635, 7642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7650, 7657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7665, 7672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7680, 7687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7695, 7702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7710, 7717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7725, 7732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7740, 7747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7755, 7762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7770, 7777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7785, 7792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7800, 7807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7815, 7822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7830, 7837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7845, 7852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7860, 7867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7875, 7882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7890, 7897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7905, 7912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7920, 7927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7935, 7942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7950, 7957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7965, 7972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7980, 7987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7995, 8002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8010, 8017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8025, 8032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8040, 8047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8055, 8062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8070, 8077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8085, 8092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8100, 8107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8115, 8122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8130, 8137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8145, 8152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8160, 8167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8175, 8182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8190, 8197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8205, 8212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8220, 8227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8235, 8242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8250, 8257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8265, 8272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8280, 8287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8295, 8302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8310, 8317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8325, 8332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8340, 8347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8355, 8362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8370, 8377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8385, 8392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8400, 8407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8415, 8422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8430, 8437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8445, 8452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8460, 8467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8475, 8482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8490, 8497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8505, 8512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8520, 8527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8535, 8542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8550, 8557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8565, 8572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8580, 8587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8595, 8602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8610, 8617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8625, 8632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8640, 8647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8655, 8662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8670, 8677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8685, 8692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8700, 8707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8715, 8722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8730, 8737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8745, 8752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8760, 8767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8775, 8782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8790, 8797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8805, 8812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8820, 8827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8835, 8842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8850, 8857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8865, 8872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8880, 8887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8895, 8902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8910, 8917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8925, 8932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8940, 8947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8955, 8962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8970, 8977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8985, 8992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9000, 9007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9015, 9022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9030, 9037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9045, 9052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9060, 9067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9075, 9082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9090, 9097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9105, 9112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9120, 9127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9135, 9142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9150, 9157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9165, 9172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9180, 9187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9195, 9202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9210, 9217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9225, 9232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9240, 9247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9255, 9262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9270, 9277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9285, 9292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9300, 9307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9315, 9322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9330, 9337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9345, 9352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9360, 9367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9375, 9382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9390, 9397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9405, 9412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9420, 9427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9435, 9442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9450, 9457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9465, 9472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9480, 9487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9495, 9502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9510, 9517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9525, 9532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9540, 9547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9555, 9562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9570, 9577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9585, 9592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9600, 9607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9615, 9622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9630, 9637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9645, 9652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9660, 9667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9675, 9682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9690, 9697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9705, 9712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9720, 9727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
